Sample ID	Tissue	Age	Sex
GTEX-11DZ1-2026-SM-5A5KG	Esophagus - Mucosa	50-59	M
GTEX-11DZ1-2426-SM-5GZZX	Skin - Not Sun Exposed (Suprapubic)	50-59	M
GTEX-11DZ1-2726-SM-5A5KH	Thyroid	50-59	M
GTEX-11DZ1-2926-SM-5A5KI	Brain - Cerebellum	50-59	M
GTEX-11EI6-0004-SM-58Q7L	Whole Blood	60-69	M
GTEX-11EI6-0004-SM-5DWSG	Whole Blood	60-69	M
GTEX-11EI6-0005-SM-5N9GN	Whole Blood	60-69	M
GTEX-11EI6-0008-SM-5QGR7	Cells - Transformed fibroblasts	60-69	M
GTEX-11EI6-0126-SM-5985R	Skin - Sun Exposed (Lower leg)	60-69	M
GTEX-11EI6-0226-SM-5EQ64	Adipose - Subcutaneous	60-69	M
GTEX-11EI6-0326-SM-5EQ6G	Muscle - Skeletal	60-69	M
GTEX-11EI6-0426-SM-5EQ43	Nerve - Tibial	60-69	M
GTEX-11EI6-0526-SM-5985S	Artery - Tibial	60-69	M
GTEX-11EI6-0626-SM-5985T	Breast - Mammary Tissue	60-69	M
GTEX-11EI6-0726-SM-59866	Thyroid	60-69	M
GTEX-11EI6-0826-SM-5985V	Lung	60-69	M
GTEX-11EI6-1526-SM-5P9GL	Esophagus - Mucosa	60-69	M
GTEX-11EI6-2226-SM-5EGJM	Testis	60-69	M
GTEX-11EI6-2426-SM-5PNVS	Stomach	60-69	M
GTEX-11EI6-2626-SM-5PNVT	Colon - Sigmoid	60-69	M
GTEX-11EI6-2826-SM-5H11D	Skin - Not Sun Exposed (Suprapubic)	60-69	M
GTEX-11EI6-2926-SM-5985U	Brain - Cerebellum	60-69	M
GTEX-11EI6-3026-SM-5GZZO	Brain - Cortex	60-69	M
GTEX-11EI6-3126-SM-5H111	Pituitary	60-69	M
GTEX-11EM3-0001-SM-5Q5BD	Cells - EBV-transformed lymphocytes	20-29	F
GTEX-11EM3-0004-SM-58Q9C	Whole Blood	20-29	F
GTEX-11EM3-0004-SM-5DWTY	Whole Blood	20-29	F
GTEX-11EM3-0005-SM-5N9DK	Whole Blood	20-29	F
GTEX-11EM3-0126-SM-5985K	Thyroid	20-29	F
GTEX-11EM3-0226-SM-5985Y	Artery - Aorta	20-29	F
GTEX-11EM3-0326-SM-5A5KJ	Adrenal Gland	20-29	F
GTEX-11EM3-0426-SM-5N9BZ	Heart - Atrial Appendage	20-29	F
GTEX-11EM3-0526-SM-5H12N	Artery - Coronary	20-29	F
GTEX-11EM3-0626-SM-5H12Z	Heart - Left Ventricle	20-29	F
GTEX-11EM3-0726-SM-5GZZM	Esophagus - Muscularis	20-29	F
GTEX-11EM3-0826-SM-5N9CC	Esophagus - Mucosa	20-29	F
GTEX-11EM3-0926-SM-5A5KK	Esophagus - Gastroesophageal Junction	20-29	F
GTEX-11EM3-1026-SM-5A5KL	Stomach	20-29	F
GTEX-11EM3-1126-SM-5A5KM	Adipose - Visceral (Omentum)	20-29	F
GTEX-11EM3-1226-SM-5N9DD	Skin - Not Sun Exposed (Suprapubic)	20-29	F
GTEX-11EM3-1326-SM-5N9C6	Breast - Mammary Tissue	20-29	F
GTEX-11EM3-1526-SM-5A5KN	Colon - Transverse	20-29	F
GTEX-11EM3-1626-SM-5N9CO	Colon - Sigmoid	20-29	F
GTEX-11EM3-1726-SM-5N9D1	Ovary	20-29	F
GTEX-11EM3-1826-SM-5A5KO	Vagina	20-29	F
GTEX-11EM3-1926-SM-5987U	Uterus	20-29	F
GTEX-11EM3-2126-SM-5H11M	Muscle - Skeletal	20-29	F
GTEX-11EM3-2226-SM-5H11Y	Artery - Tibial	20-29	F
GTEX-11EM3-2326-SM-5H12B	Adipose - Subcutaneous	20-29	F
GTEX-11EM3-2426-SM-59861	Skin - Sun Exposed (Lower leg)	20-29	F
GTEX-11EMC-0002-SM-5Q5DO	Cells - EBV-transformed lymphocytes	60-69	F
GTEX-11EMC-0004-SM-58Q8T	Whole Blood	60-69	F
GTEX-11EMC-0004-SM-5DWTM	Whole Blood	60-69	F
GTEX-11EMC-0006-SM-5O9DN	Whole Blood	60-69	F
GTEX-11EMC-0008-SM-5Q5DR	Cells - Transformed fibroblasts	60-69	F
GTEX-11EMC-0126-SM-5EGKV	Lung	60-69	F
GTEX-11EMC-0226-SM-5EGLP	Thyroid	60-69	F
GTEX-11EMC-0526-SM-5EGJN	Adrenal Gland	60-69	F
GTEX-11EMC-0726-SM-5EGJO	Heart - Left Ventricle	60-69	F
GTEX-11EMC-0826-SM-59862	Heart - Atrial Appendage	60-69	F
GTEX-11EMC-0926-SM-59863	Artery - Aorta	60-69	F
GTEX-11EMC-1426-SM-5N9E4	Colon - Sigmoid	60-69	F
GTEX-11EMC-1726-SM-5H11P	Ovary	60-69	F
GTEX-11EMC-1826-SM-5A5JT	Uterus	60-69	F
GTEX-11EMC-1926-SM-5A5JU	Vagina	60-69	F
GTEX-11EMC-2026-SM-5A5JV	Breast - Mammary Tissue	60-69	F
GTEX-11EMC-2226-SM-5A5JW	Esophagus - Mucosa	60-69	F
GTEX-11EMC-2526-SM-5PNVU	Minor Salivary Gland	60-69	F
GTEX-11EMC-2626-SM-59864	Muscle - Skeletal	60-69	F
GTEX-11EMC-2826-SM-5PNY6	Adipose - Subcutaneous	60-69	F
GTEX-11EMC-2926-SM-5EQ4F	Skin - Sun Exposed (Lower leg)	60-69	F
GTEX-11EMC-3026-SM-5EQ4R	Artery - Tibial	60-69	F
GTEX-11EMC-3126-SM-5EGJP	Pituitary	60-69	F
GTEX-11EMC-3226-SM-5EGKW	Brain - Cortex	60-69	F
GTEX-11EMC-3326-SM-5P9JH	Brain - Cerebellum	60-69	F
GTEX-11EQ8-0001-SM-58Q82	Whole Blood	60-69	M
GTEX-11EQ8-0001-SM-5DWSU	Whole Blood	60-69	M
GTEX-11EQ8-0006-SM-5P9HJ	Whole Blood	60-69	M
GTEX-11EQ8-0008-SM-5Q5DJ	Cells - Transformed fibroblasts	60-69	M
GTEX-11EQ8-0126-SM-5EQ54	Skin - Sun Exposed (Lower leg)	60-69	M
GTEX-11EQ8-0226-SM-5EQ5G	Adipose - Subcutaneous	60-69	M
GTEX-11EQ8-0426-SM-5N9DP	Artery - Tibial	60-69	M
GTEX-11EQ8-0526-SM-5N9BC	Muscle - Skeletal	60-69	M
GTEX-11EQ8-0826-SM-5N9FG	Thyroid	60-69	M
GTEX-11EQ8-0926-SM-5H12V	Skin - Not Sun Exposed (Suprapubic)	60-69	M
GTEX-11EQ8-1326-SM-5EGJQ	Heart - Atrial Appendage	60-69	M
GTEX-11EQ8-1426-SM-5EGJR	Testis	60-69	M
GTEX-11EQ8-2626-SM-5N9BO	Colon - Sigmoid	60-69	M
GTEX-11EQ8-2826-SM-5N9C1	Brain - Cerebellum	60-69	M
GTEX-11EQ9-0002-SM-5QGQ1	Cells - EBV-transformed lymphocytes	30-39	M
GTEX-11EQ9-0003-SM-58Q7V	Whole Blood	30-39	M
GTEX-11EQ9-0003-SM-5DWSP	Whole Blood	30-39	M
GTEX-11EQ9-0006-SM-5LUB6	Whole Blood	30-39	M
GTEX-11EQ9-0008-SM-5Q5DK	Cells - Transformed fibroblasts	30-39	M
GTEX-11EQ9-0126-SM-5986I	Adrenal Gland	30-39	M
GTEX-11EQ9-0226-SM-5A5JX	Lung	30-39	M
GTEX-11EQ9-0426-SM-5A5JY	Spleen	30-39	M
GTEX-11EQ9-0526-SM-5A5JZ	Liver	30-39	M
GTEX-11EQ9-0626-SM-5A5K1	Thyroid	30-39	M
GTEX-11EQ9-0726-SM-5A5K2	Esophagus - Mucosa	30-39	M
GTEX-11EQ9-0826-SM-5986Y	Esophagus - Muscularis	30-39	M
GTEX-11EQ9-0926-SM-5HL6I	Esophagus - Gastroesophageal Junction	30-39	M
GTEX-11EQ9-1026-SM-5H134	Pancreas	30-39	M
GTEX-11EQ9-1126-SM-5987I	Adipose - Visceral (Omentum)	30-39	M
GTEX-11EQ9-1226-SM-5987E	Stomach	30-39	M
GTEX-11EQ9-1326-SM-5985X	Small Intestine - Terminal Ileum	30-39	M
GTEX-11EQ9-1426-SM-5987G	Colon - Transverse	30-39	M
GTEX-11EQ9-1526-SM-5PNY7	Colon - Sigmoid	30-39	M
GTEX-11EQ9-1626-SM-5PNY8	Skin - Not Sun Exposed (Suprapubic)	30-39	M
GTEX-11EQ9-1726-SM-5HL6U	Prostate	30-39	M
GTEX-11EQ9-1826-SM-5Q5AJ	Breast - Mammary Tissue	30-39	M
GTEX-11EQ9-1926-SM-5PNVV	Testis	30-39	M
GTEX-11EQ9-2026-SM-5P9JI	Minor Salivary Gland	30-39	M
GTEX-11EQ9-2126-SM-5PNVW	Muscle - Skeletal	30-39	M
GTEX-11EQ9-2226-SM-5987H	Artery - Tibial	30-39	M
GTEX-11EQ9-2326-SM-5HL5H	Nerve - Tibial	30-39	M
GTEX-11EQ9-2426-SM-5HL5T	Skin - Sun Exposed (Lower leg)	30-39	M
GTEX-11EQ9-2526-SM-5HL66	Adipose - Subcutaneous	30-39	M
GTEX-11GS4-0004-SM-58Q7W	Whole Blood	60-69	M
GTEX-11GS4-0004-SM-5DWSQ	Whole Blood	60-69	M
GTEX-11GS4-0006-SM-5SI9M	Whole Blood	60-69	M
GTEX-11GS4-0008-SM-5QGRA	Cells - Transformed fibroblasts	60-69	M
GTEX-11GS4-0226-SM-5HL77	Skin - Not Sun Exposed (Suprapubic)	60-69	M
GTEX-11GS4-0326-SM-5N9F7	Artery - Aorta	60-69	M
GTEX-11GS4-0426-SM-5N9CD	Heart - Atrial Appendage	60-69	M
GTEX-11GS4-0526-SM-5A5KQ	Heart - Left Ventricle	60-69	M
GTEX-11GS4-0626-SM-5A5LC	Artery - Coronary	60-69	M
GTEX-11GS4-0826-SM-5986J	Thyroid	60-69	M
GTEX-11GS4-1026-SM-5N9DE	Adipose - Visceral (Omentum)	60-69	M
GTEX-11GS4-1426-SM-5N9D2	Esophagus - Muscularis	60-69	M
GTEX-11GS4-1826-SM-5HL4T	Colon - Sigmoid	60-69	M
GTEX-11GS4-2026-SM-5N9CP	Testis	60-69	M
GTEX-11GS4-2126-SM-5A5KR	Breast - Mammary Tissue	60-69	M
GTEX-11GS4-2326-SM-5A5KS	Kidney - Cortex	60-69	M
GTEX-11GS4-2526-SM-5A5KT	Muscle - Skeletal	60-69	M
GTEX-11GS4-2626-SM-5A5LD	Adipose - Subcutaneous	60-69	M
GTEX-11GS4-2726-SM-5A5LE	Skin - Sun Exposed (Lower leg)	60-69	M
GTEX-11GS4-2826-SM-5HL56	Nerve - Tibial	60-69	M
GTEX-11GS4-2926-SM-5A5LF	Artery - Tibial	60-69	M
GTEX-11GS4-3026-SM-5A5LG	Pituitary	60-69	M
GTEX-11GS4-3126-SM-5A5LH	Brain - Cortex	60-69	M
GTEX-11GSO-0003-SM-58Q84	Whole Blood	60-69	M
GTEX-11GSO-0003-SM-5DWSW	Whole Blood	60-69	M
GTEX-11GSO-0005-SM-5O9CA	Whole Blood	60-69	M
GTEX-11GSO-0011-R1b-SM-57WD3	Brain - Hippocampus	60-69	M
GTEX-11GSO-0011-R2a-SM-57WDF	Brain - Substantia nigra	60-69	M
GTEX-11GSO-0011-R3b-SM-57WB2	Brain - Anterior cingulate cortex (BA24)	60-69	M
GTEX-11GSO-0226-SM-5A5LV	Adipose - Visceral (Omentum)	60-69	M
GTEX-11GSO-0626-SM-5A5LW	Thyroid	60-69	M
GTEX-11GSO-1926-SM-5A5K3	Breast - Mammary Tissue	60-69	M
GTEX-11GSO-2326-SM-5A5LX	Adipose - Subcutaneous	60-69	M
GTEX-11GSO-2426-SM-5A5LY	Skin - Sun Exposed (Lower leg)	60-69	M
GTEX-11GSO-2526-SM-5PNVX	Muscle - Skeletal	60-69	M
GTEX-11GSO-2626-SM-5Q5AK	Nerve - Tibial	60-69	M
GTEX-11GSO-2826-SM-5HL6Q	Pituitary	60-69	M
GTEX-11GSO-2926-SM-5HL73	Brain - Cortex	60-69	M
GTEX-11GSO-3026-SM-5Q5AL	Brain - Cerebellum	60-69	M
GTEX-11GSP-0004-SM-58Q83	Whole Blood	60-69	F
GTEX-11GSP-0004-SM-5DWSV	Whole Blood	60-69	F
GTEX-11GSP-0006-SM-5N9EL	Whole Blood	60-69	F
GTEX-11GSP-0008-SM-5Q5DM	Cells - Transformed fibroblasts	60-69	F
GTEX-11GSP-0011-R10a-SM-5NQ7J	Brain - Frontal Cortex (BA9)	60-69	F
GTEX-11GSP-0011-R11b-SM-5NQ7V	Brain - Cerebellar Hemisphere	60-69	F
GTEX-11GSP-0011-R5a-SM-57WBE	Brain - Caudate (basal ganglia)	60-69	F
GTEX-11GSP-0011-R6b-SM-57WBQ	Brain - Nucleus accumbens (basal ganglia)	60-69	F
GTEX-11GSP-0011-R7b-SM-57WC3	Brain - Putamen (basal ganglia)	60-69	F
GTEX-11GSP-0011-R8b-SM-5NQ79	Brain - Hypothalamus	60-69	F
GTEX-11GSP-0011-R9b-SM-5NQ77	Brain - Spinal cord (cervical c-1)	60-69	F
GTEX-11GSP-0126-SM-5A5KU	Thyroid	60-69	F
GTEX-11GSP-0226-SM-5A5KV	Ovary	60-69	F
GTEX-11GSP-0326-SM-5A5KW	Adrenal Gland	60-69	F
GTEX-11GSP-0426-SM-5A5KX	Pancreas	60-69	F
GTEX-11GSP-0626-SM-5986T	Liver	60-69	F
GTEX-11GSP-0726-SM-5986L	Lung	60-69	F
GTEX-11GSP-1126-SM-5A5LM	Artery - Aorta	60-69	F
GTEX-11GSP-1226-SM-5985M	Heart - Atrial Appendage	60-69	F
GTEX-11GSP-1326-SM-5A5KY	Heart - Left Ventricle	60-69	F
GTEX-11GSP-1626-SM-5986N	Colon - Transverse	60-69	F
GTEX-11GSP-1726-SM-5A5LI	Esophagus - Muscularis	60-69	F
GTEX-11GSP-1826-SM-5N9DQ	Esophagus - Mucosa	60-69	F
GTEX-11GSP-2126-SM-5HL5E	Stomach	60-69	F
GTEX-11GSP-2226-SM-5HL5Q	Vagina	60-69	F
GTEX-11GSP-2326-SM-5HL63	Skin - Not Sun Exposed (Suprapubic)	60-69	F
GTEX-11GSP-2426-SM-5N9BD	Uterus	60-69	F
GTEX-11GSP-2526-SM-5N9BP	Skin - Sun Exposed (Lower leg)	60-69	F
GTEX-11GSP-2726-SM-5A5LJ	Muscle - Skeletal	60-69	F
GTEX-11GSP-2826-SM-5A5LK	Nerve - Tibial	60-69	F
GTEX-11GSP-2926-SM-5N9C2	Artery - Tibial	60-69	F
GTEX-11GSP-3026-SM-5N9CE	Pituitary	60-69	F
GTEX-11GSP-3126-SM-5A5LL	Brain - Cerebellum	60-69	F
GTEX-11GSP-3226-SM-5986O	Brain - Cortex	60-69	F
GTEX-11H98-0008-SM-5QGR8	Cells - Transformed fibroblasts	50-59	M
GTEX-11H98-0011-R10b-SM-5NQ98	Brain - Frontal Cortex (BA9)	50-59	M
GTEX-11H98-0011-R11b-SM-5NQ6U	Brain - Cerebellar Hemisphere	50-59	M
GTEX-11H98-0011-R5b-SM-57WCF	Brain - Caudate (basal ganglia)	50-59	M
GTEX-11H98-0011-R8a-SM-5NQ8V	Brain - Hypothalamus	50-59	M
GTEX-11H98-0126-SM-5EGHG	Skin - Sun Exposed (Lower leg)	50-59	M
GTEX-11H98-0226-SM-5NQ89	Adipose - Subcutaneous	50-59	M
GTEX-11H98-0326-SM-5HL4S	Muscle - Skeletal	50-59	M
GTEX-11H98-0426-SM-5HL55	Nerve - Tibial	50-59	M
GTEX-11I78-0001-SM-5Q5BE	Cells - EBV-transformed lymphocytes	50-59	F
GTEX-11I78-0002-SM-58Q8G	Whole Blood	50-59	F
GTEX-11I78-0002-SM-5DWT9	Whole Blood	50-59	F
GTEX-11I78-0005-SM-5N9GB	Whole Blood	50-59	F
GTEX-11I78-0008-SM-5Q5DI	Cells - Transformed fibroblasts	50-59	F
GTEX-11I78-0126-SM-5HL6F	Lung	50-59	F
GTEX-11I78-0226-SM-5HL6R	Adipose - Visceral (Omentum)	50-59	F
GTEX-11I78-0526-SM-5986A	Thyroid	50-59	F
GTEX-11I78-0626-SM-5A5LZ	Pancreas	50-59	F
GTEX-11I78-0726-SM-5A5M1	Artery - Aorta	50-59	F
GTEX-11I78-0826-SM-5A5K4	Heart - Left Ventricle	50-59	F
GTEX-11I78-1026-SM-5HL74	Artery - Coronary	50-59	F
GTEX-11I78-1126-SM-5A5K5	Small Intestine - Terminal Ileum	50-59	F
GTEX-11I78-1226-SM-5A5K6	Colon - Transverse	50-59	F
GTEX-11I78-1326-SM-5PNY9	Colon - Sigmoid	50-59	F
GTEX-11I78-1426-SM-5PNVY	Esophagus - Muscularis	50-59	F
GTEX-11I78-1526-SM-5A5K7	Esophagus - Mucosa	50-59	F
GTEX-11I78-1626-SM-5A5M2	Esophagus - Gastroesophageal Junction	50-59	F
GTEX-11I78-1726-SM-5A5M3	Stomach	50-59	F
GTEX-11I78-1826-SM-5A5M4	Adrenal Gland	50-59	F
GTEX-11I78-1926-SM-59878	Ovary	50-59	F
GTEX-11I78-2026-SM-5987C	Vagina	50-59	F
GTEX-11I78-2126-SM-5A5K8	Uterus	50-59	F
GTEX-11I78-2226-SM-5PNYA	Breast - Mammary Tissue	50-59	F
GTEX-11I78-2326-SM-5Q5AH	Artery - Tibial	50-59	F
GTEX-11I78-2426-SM-5A5K9	Muscle - Skeletal	50-59	F
GTEX-11I78-2626-SM-5Q5AI	Adipose - Subcutaneous	50-59	F
GTEX-11ILO-0002-SM-5CV9V	Whole Blood	40-49	F
GTEX-11ILO-0006-SM-5LZWE	Whole Blood	40-49	F
GTEX-11ILO-0008-SM-5QGR9	Cells - Transformed fibroblasts	40-49	F
GTEX-11ILO-0126-SM-5A5LN	Skin - Sun Exposed (Lower leg)	40-49	F
GTEX-11ILO-0226-SM-5N9D3	Adipose - Subcutaneous	40-49	F
GTEX-11ILO-0426-SM-5HL4V	Nerve - Tibial	40-49	F
GTEX-11ILO-0526-SM-5N9DF	Artery - Tibial	40-49	F
GTEX-11ILO-0626-SM-5A5LO	Skin - Not Sun Exposed (Suprapubic)	40-49	F
GTEX-11ILO-0726-SM-5HL5I	Lung	40-49	F
GTEX-11ILO-1026-SM-5A5LP	Esophagus - Mucosa	40-49	F
GTEX-11ILO-1526-SM-5A5KZ	Pancreas	40-49	F
GTEX-11ILO-2026-SM-5N9CQ	Colon - Transverse	40-49	F
GTEX-11ILO-2226-SM-5A5L1	Breast - Mammary Tissue	40-49	F
GTEX-11ILO-2526-SM-5A5LQ	Heart - Atrial Appendage	40-49	F
GTEX-11LCK-0002-SM-58Q7P	Whole Blood	30-39	M
GTEX-11LCK-0002-SM-5DWRA	Whole Blood	30-39	M
GTEX-11LCK-0005-SM-5O98U	Whole Blood	30-39	M
GTEX-11LCK-0008-SM-5Q5BB	Cells - Transformed fibroblasts	30-39	M
GTEX-11LCK-0126-SM-5A5M5	Spleen	30-39	M
GTEX-11LCK-0226-SM-5A5M6	Pancreas	30-39	M
GTEX-11LCK-0326-SM-5A5M7	Adipose - Visceral (Omentum)	30-39	M
GTEX-11LCK-0426-SM-5A5M8	Lung	30-39	M
GTEX-11LCK-0526-SM-5A5M9	Thyroid	30-39	M
GTEX-11LCK-0726-SM-5PNYC	Artery - Aorta	30-39	M
GTEX-11LCK-0826-SM-5PNYD	Heart - Atrial Appendage	30-39	M
GTEX-11LCK-0926-SM-5A5KA	Heart - Left Ventricle	30-39	M
GTEX-11LCK-1026-SM-5A5KB	Skin - Sun Exposed (Lower leg)	30-39	M
GTEX-11LCK-1126-SM-5A5KC	Adipose - Subcutaneous	30-39	M
GTEX-11LCK-1226-SM-5Q5AM	Muscle - Skeletal	30-39	M
GTEX-11LCK-1326-SM-5Q5AN	Nerve - Tibial	30-39	M
GTEX-11LCK-1426-SM-5HL5R	Artery - Tibial	30-39	M
GTEX-11LCK-1526-SM-5HL64	Esophagus - Gastroesophageal Junction	30-39	M
GTEX-11LCK-1626-SM-5PNYB	Esophagus - Muscularis	30-39	M
GTEX-11LCK-1726-SM-5S2OQ	Esophagus - Mucosa	30-39	M
GTEX-11LCK-1926-SM-5A5KE	Small Intestine - Terminal Ileum	30-39	M
GTEX-11LCK-2026-SM-5A5MA	Colon - Transverse	30-39	M
GTEX-11LCK-2226-SM-5HL4Q	Skin - Not Sun Exposed (Suprapubic)	30-39	M
GTEX-11LCK-2326-SM-5HL53	Testis	30-39	M
GTEX-11LCK-2426-SM-5HL5F	Breast - Mammary Tissue	30-39	M
GTEX-11NSD-0005-SM-5LZZ5	Whole Blood	20-29	M
GTEX-11NSD-0008-SM-5Q5BC	Cells - Transformed fibroblasts	20-29	M
GTEX-11NSD-0126-SM-5987F	Thyroid	20-29	M
GTEX-11NSD-0226-SM-5A5LR	Adrenal Gland	20-29	M
GTEX-11NSD-0326-SM-5A5LS	Lung	20-29	M
GTEX-11NSD-0426-SM-5N9CR	Spleen	20-29	M
GTEX-11NSD-0526-SM-5A5LT	Pancreas	20-29	M
GTEX-11NSD-0626-SM-5A5LU	Skin - Not Sun Exposed (Suprapubic)	20-29	M
GTEX-11NSD-0826-SM-5986S	Prostate	20-29	M
GTEX-11NSD-0926-SM-5N9DR	Breast - Mammary Tissue	20-29	M
GTEX-11NSD-1026-SM-5N9BE	Testis	20-29	M
GTEX-11NSD-1126-SM-5N9BQ	Esophagus - Mucosa	20-29	M
GTEX-11NSD-1226-SM-5986Q	Esophagus - Muscularis	20-29	M
GTEX-11NSD-1426-SM-5HL67	Stomach	20-29	M
GTEX-11NSD-1626-SM-5986U	Colon - Transverse	20-29	M
GTEX-11NSD-1726-SM-5N9C3	Small Intestine - Terminal Ileum	20-29	M
GTEX-11NSD-1826-SM-5N9CF	Nerve - Tibial	20-29	M
GTEX-11NSD-2026-SM-5HL5U	Muscle - Skeletal	20-29	M
GTEX-11NSD-2226-SM-5986V	Skin - Sun Exposed (Lower leg)	20-29	M
GTEX-11NUK-0004-SM-58Q87	Whole Blood	50-59	M
GTEX-11NUK-0004-SM-5DWSZ	Whole Blood	50-59	M
GTEX-11NUK-0005-SM-5MR5F	Whole Blood	50-59	M
GTEX-11NUK-0008-SM-5Q5B9	Cells - Transformed fibroblasts	50-59	M
GTEX-11NUK-0126-SM-5A5L3	Skin - Sun Exposed (Lower leg)	50-59	M
GTEX-11NUK-0226-SM-5A5L4	Muscle - Skeletal	50-59	M
GTEX-11NUK-0426-SM-5HL5V	Nerve - Tibial	50-59	M
GTEX-11NUK-0526-SM-5A5L5	Artery - Tibial	50-59	M
GTEX-11NUK-0726-SM-5A5ME	Artery - Aorta	50-59	M
GTEX-11NUK-0826-SM-5HL4U	Lung	50-59	M
GTEX-11NUK-0926-SM-5HL57	Heart - Atrial Appendage	50-59	M
GTEX-11NUK-1026-SM-5HL5J	Thyroid	50-59	M
GTEX-11NUK-1226-SM-5P9GM	Liver	50-59	M
GTEX-11NUK-1326-SM-5P9GN	Esophagus - Mucosa	50-59	M
GTEX-11NUK-1426-SM-5HL68	Esophagus - Muscularis	50-59	M
GTEX-11NUK-1726-SM-5A5L2	Esophagus - Gastroesophageal Junction	50-59	M
GTEX-11NUK-2026-SM-5PNVZ	Adipose - Visceral (Omentum)	50-59	M
GTEX-11NUK-2426-SM-5BC4U	Stomach	50-59	M
GTEX-11NUK-2626-SM-5A5MB	Testis	50-59	M
GTEX-11NUK-2726-SM-5A5MC	Skin - Not Sun Exposed (Suprapubic)	50-59	M
GTEX-11NUK-2926-SM-5A5MD	Brain - Cortex	50-59	M
GTEX-11NUK-3026-SM-5986K	Brain - Cerebellum	50-59	M
GTEX-11NUK-3126-SM-5986M	Pituitary	50-59	M
GTEX-11NV4-0001-SM-58Q86	Whole Blood	60-69	M
GTEX-11NV4-0001-SM-5DWSY	Whole Blood	60-69	M
GTEX-11NV4-0005-SM-5N9EX	Whole Blood	60-69	M
GTEX-11NV4-0008-SM-5Q5BA	Cells - Transformed fibroblasts	60-69	M
GTEX-11NV4-0011-R5a-SM-5NQ88	Brain - Caudate (basal ganglia)	60-69	M
GTEX-11NV4-0011-R6a-SM-57WD5	Brain - Nucleus accumbens (basal ganglia)	60-69	M
GTEX-11NV4-0011-R7a-SM-57WDH	Brain - Putamen (basal ganglia)	60-69	M
GTEX-11NV4-0326-SM-5HL58	Muscle - Skeletal	60-69	M
GTEX-11NV4-0526-SM-5N9BF	Artery - Tibial	60-69	M
GTEX-11NV4-0626-SM-5N9BR	Thyroid	60-69	M
GTEX-11NV4-0826-SM-5BC4S	Heart - Atrial Appendage	60-69	M
GTEX-11NV4-1126-SM-5HL6J	Lung	60-69	M
GTEX-11NV4-1326-SM-5HL6V	Liver	60-69	M
GTEX-11NV4-1426-SM-5BC4W	Adipose - Visceral (Omentum)	60-69	M
GTEX-11NV4-1726-SM-5N9FC	Testis	60-69	M
GTEX-11NV4-1926-SM-5N9D4	Minor Salivary Gland	60-69	M
GTEX-11NV4-2026-SM-5N9DG	Breast - Mammary Tissue	60-69	M
GTEX-11NV4-2126-SM-5N9DS	Brain - Cortex	60-69	M
GTEX-11NV4-2226-SM-5BC4T	Brain - Cerebellum	60-69	M
GTEX-11NV4-2326-SM-5BC4X	Pituitary	60-69	M
GTEX-11O72-0006-SM-5O9DB	Whole Blood	40-49	M
GTEX-11O72-0008-SM-5Q5DN	Cells - Transformed fibroblasts	40-49	M
GTEX-11O72-0126-SM-59887	Skin - Sun Exposed (Lower leg)	40-49	M
GTEX-11O72-0226-SM-59869	Adipose - Subcutaneous	40-49	M
GTEX-11O72-0326-SM-5986D	Muscle - Skeletal	40-49	M
GTEX-11O72-0426-SM-5BC5B	Artery - Tibial	40-49	M
GTEX-11O72-0526-SM-5Q5AO	Nerve - Tibial	40-49	M
GTEX-11O72-0626-SM-5PNYE	Skin - Not Sun Exposed (Suprapubic)	40-49	M
GTEX-11O72-0726-SM-5P9GO	Testis	40-49	M
GTEX-11O72-1026-SM-5986B	Heart - Atrial Appendage	40-49	M
GTEX-11O72-1126-SM-5N9E2	Heart - Left Ventricle	40-49	M
GTEX-11O72-1326-SM-5BC5A	Lung	40-49	M
GTEX-11O72-1926-SM-5PNW1	Esophagus - Muscularis	40-49	M
GTEX-11O72-2026-SM-5N9G8	Esophagus - Gastroesophageal Junction	40-49	M
GTEX-11O72-2126-SM-5N9FO	Breast - Mammary Tissue	40-49	M
GTEX-11O72-2226-SM-5PNW2	Colon - Transverse	40-49	M
GTEX-11O72-2326-SM-5BC7H	Thyroid	40-49	M
GTEX-11O72-2726-SM-5HL6K	Prostate	40-49	M
GTEX-11O72-2826-SM-5HL6W	Brain - Cerebellum	40-49	M
GTEX-11O72-2926-SM-5BC4V	Brain - Cortex	40-49	M
GTEX-11O72-3026-SM-5986R	Pituitary	40-49	M
GTEX-11OC5-0004-SM-5S2O6	Cells - EBV-transformed lymphocytes	60-69	M
GTEX-11OC5-0006-SM-5N9FA	Whole Blood	60-69	M
GTEX-11OC5-0008-SM-5S2OH	Cells - Transformed fibroblasts	60-69	M
GTEX-11OC5-0126-SM-5HL6A	Skin - Sun Exposed (Lower leg)	60-69	M
GTEX-11OC5-0326-SM-5PNW5	Muscle - Skeletal	60-69	M
GTEX-11OC5-0426-SM-5Q5AR	Artery - Tibial	60-69	M
GTEX-11OC5-0526-SM-5N9EE	Nerve - Tibial	60-69	M
GTEX-11OC5-0626-SM-5HL6M	Brain - Cerebellum	60-69	M
GTEX-11OC5-0726-SM-5P9JK	Brain - Cortex	60-69	M
GTEX-11OF3-0006-SM-5O9CM	Whole Blood	60-69	M
GTEX-11OF3-0008-SM-5S2NH	Cells - Transformed fibroblasts	60-69	M
